zu,en,source
Usemdala uyagezwa nguNtombikayise.,"He or she is old, he or she is bathed by Ntombikayise.",Short Story
Usemningi umsebenzi okusamele siwenze nakuba siwubona umehluko.,We still have a lot of work to do even though we see the difference.,Newspaper
ITheku linemifula neziphethu ezingu-17 endaweni yalo.,Durban has 17 rivers and springs in its area.,Newspaper
Lolu hlelo lunikeza abafundi imifundaze ukuze bakwazi ukuqhuba izifundo zabo ezikhungweni zemfundo ephakeme.,The program offers scholarships to students so that they can pursue their studies at tertiary institutions.,Newspaper
Le ndawo kulindeleke ukuba idale amathuba omsebenzi abalelwa ku-48 000 yesikhathi eside kanye nangu-15 000 awesikhashana uma kusakhiwa esikhathini esiyiminyaka engu-15.,"The site is expected to create about 48,000 long-term and 15,000 temporary jobs during the 15-year construction phase.",Newspaper
"Sikhathazeke kakhulu ngalokhu ngoba kubeka impilo yezingane engcupheni,� kusho uMyende.","We are very concerned about this because it puts the lives of children at risk, � Myende said.",Newspaper
Kulindeleke ukuthi ingenise imali elinganiselwa kuR102 million iphinde idale amathuba omsebenzi angu- 5 000.,"It is expected to generate about R102 million and create 5,000 jobs.",Newspaper
Abamabhizinisi abazobe bekhona ngalolu suku bazonikwa ithuba lokukhetha izikhungo abafisa ukuhlangana nazo lokhu bese kudluliselwa ngqo kuzona lezi zikhungo.,Entrepreneurs who will be present on this day will be given the opportunity to select the institutions they wish to meet and be referred directly to these institutions.,Newspaper
"Uhlelo lokuqala lwenziwa ezindaweni zokuhlala nakuBulk Market, lapho kwahlonzwa khona izikhungo ezingu-9.","The first program was conducted in the residential and Bulk Market, where 9 centres were identified.",Newspaper
Umbukiso wakulo nyaka ube nezinhlelo ezingu-16 zezemfashini kanti okuphawulekayo ukuthi lesi sibalo senyukile uma siqhathaniswa nesangonyaka odlule.,This year's show has 16 fashion shows and it is noteworthy that this number has increased compared to last year.,Newspaper
UGooden uthe umsebenzi uqale ngenyanga edlule kanti kuzothatha izinyanga eziyisishagalombili nokulindeleke ukuthi kuqedwe ukwakhiwa umgwaqo ngo-Julayi 2013.,"Gooden said construction began last month and would take eight months to complete, the construction of the road will be complete on July 2013.",Newspaper
Igama lephrojekthi: Ukuphathwa nokugcinwa esimweni kwe-Virginia Airport.,Project name: Management and maintenance of Virginia Airport.,Newspaper
Iculo lakhe lokuqala eladuma kakhulu elithi �Bayangisukela� lahlala phezulu ohlwini lwezingoma ezishisayo eziteshini eziningi zomsakazo nokwasiza ukuba iTheku laziwe kakhulu embonini yezomculo.,His first hit single �Bayangisukela�� topped the list of hottest songs on many radio stations and helped make Durban famous in the music industry.,Newspaper
Njengamanje uRoberts uyilungu loSihlalo beWorking Group II ngaphansi kweSixth Assessment Report eyenziwa ngabakwa- Intergovernmental Panel on Climate Change (IPCC).,Roberts is currently a member of the Chair of Working Group II under the Sixth Assessment Report produced by the Intergovernmental Panel on Climate Change (IPCC).,Newspaper
Lendawo yayikade isetshenziselwa ukubeka kahle izinto neyaphinda yanikelwa kuthina ukuze siyishintshe ibe yindawo yomphakathi.,This place was once used for convenience and was re-donated to us to turn it into a public place.,Newspaper
Lokhu okwenziwa amabhange kudla uMasipala ephakethini.,What the banks are doing costs the Municipality money.,Newspaper
Kucelwa umphakathi ukuba uphawule ngalololu hlelo lwentuthuko edidiyele oluhlongozwayo kusukela mhla lulunye ku-Ephreli 2016 kuya kumhla zimbili kuMeyi 2016.,The public is invited to comment on this proposed integrated development plan from 1 April 2016 to 2 May 2016.,Newspaper
"INhloko yoMnyango wakwa-Safer Cities, uMartin Xaba, uthe ukuba yingxenye yalomqhudelwano kubenze bafinyelela kalula kubantu nokwenza umsebenzi wabo wokulwa nobugebengu kulendawo.","Safer Cities Head of Department, Martin Xaba, said being part of the tournament made it easier for them to reach out to people and do their job of fighting crime in the area.",Newspaper
Lomcimbi ungomunye ehloniphekile ekubungazeni ukunakekelwa kwemvelo ngaphansi kwemingcele yoMkhandlu weTheku.,The event is one of the highlights of celebrating environmental stewardship within the boundaries of the EThekwini Municipality.,Newspaper
Kusetshenziswa ubucwepheshe obusezingeni olutshengisa ukuthi yimiphi imgwaqo okufanele ilungiswe kuqala.,State-of-the-art technology is used to determine which roads need to be repaired first.,Newspaper
Iris Mbhele Cato Manor Iningi lalezo zindawo kazikho emthethweni futhi kuyicala ukusebenza kwazo kanje.,Iris Mbhele Cato Manor Most of those places are illegal and it is a crime for them to operate like this.,Newspaper
AmaPhoyisa oMkhandlu ehola abasebenzi boMkhandlu emviliyelweni wokugcotshwa kweMeya.,The Metro Police lead the Council staff in the Mayoral inauguration ceremony.,Newspaper
"Ukuba lo mndeni wakwaChonco awuzange ungisize mhlawumbe ngabe kwamanje angisaphili,� kusho yena.","If the Chonco family had not helped me I would probably not be alive now, � he or she said.",Newspaper
Yini nje esile engakholwa ngumuntu ohluzile lapha ekhanda uma kuthiwa ubukhomanisi buhle?,What better thing can a sound minded person believe when communism is said to be a good thing?,Novel
UMasipala uzimisele ngokuthuthukisa ezemidlalo kanti usuke wanezinhlelo eziningi zokugqugquzela intsha ukuthi ibambe iqhaza kwezemidlalo.,The Municipality is committed to the development of sport and has a number of programs in place to encourage the youth to participate in sport.,Newspaper
UMhleli Ziyashoda ezikadoti REGISTER TO VOTE March 5 & 6 ETHEKWINI DELIVERS...,Editor Shortage of garbage services REGISTER TO VOTE March 5 & 6 DURBAN DELIVERS...,Newspaper
Uthe izethulo abazenzile zimakethe iTheku neNingizimu Afrika emazweni omhlaba.,He said the presentations were to market Durban and South Africa internationally.,Newspaper
UMasipala weTheku uhlongoza ukufaka amapayipi okuthutha indle azonqamula ngaphezu komfula endaweni yaseMawoti engaphansi kukaMasipala weTheku.,The EThekwini Municipality is proposing to install sewerage pipes across the river in the Mawoti area of the EThekwini Municipality.,Newspaper
"UCele oneminyaka engu- 19, ubelokhu ehla enyuka egqigqa ePortugal ukuyozama inhlanhla neReal Sport Clube okuyinto emenze wangaba yingxenye yomncintiswano wakulo nyaka.","Cele, 19, has been touring Portugal to try his luck with Real Sport Clube, which has ruled him out of this year's competition.",Newspaper
Injabulo ibibhalwe ebusweni kubo ngesikhathi uNxumalo ebanika lezi zipho zabo.,Happiness was written on their faces when Nxumalo gave them their gifts.,Newspaper
"Okunye okubalulekile okuhle ngokuvikela imvelo ukuphila komuntu emzimbeni, ukuvikela izihlahla ukuba zingacekeleki phansi, yizinga lempilo elingcono kakhulu kanye nokwehlisa ukungcola komoya.","One of the most important good things about protecting the environment is a person's physical health, protecting trees from damage, is the best quality of life and reducing air pollution.",Newspaper
"Kusetshenziswe imali ebalelwa ku R785 miliyoni kungalandelwa imigudu efanele, okuyimali enciphe kakhulu uma kuqhathaniswa naleyo yonyaka wezimali ka 2010/11 okwakungu R1.3 wezigidigidigidi.","Approximately R785 million was spent without following due process, which is a significant decrease compared to the 2010/11 financial year which was R1.3 billion.",Newspaper
James Nxumalo eThekwini Mayor Ephepheni lakho langojulayi ngibone ukuthi uMasipala wakha amafulethi lapha eThekwini (Emapheleni Housing Project).,"James Nxumalo, EThekwini Mayor, In your July paper I saw that the Municipality is building flats here in Durban (Emapheleni Housing Project).",Newspaper
"Kwabonakala ngamaconsi amakhulu ezinyembezi ziqathaka zilandelana emehlweni kaTiger. ""Ndodana musa ukukhala.","Tears welled up in Tiger's eyes and big tear drops rolled down his cheeks. ""Don't cry, son.""",Novel
Abafake izicelo abangazange bathintwe ezinyangeni ezintathu kusukela osukwini lokugcina lokufaka izicelo zomsebenzi kumele bemukele ukuthi izicelo zabo aziphumelelanga.,Applicants who have not been contacted within three months from the last day of receiving applications must accept that their application was unsuccessful.,Newspaper
Kuzokuthi njalo ngemuva kwesikhathi esithile sethule inqubekela phambili yethu kwezokuhlinzekwa ngezidingongqangi.,From time to time we will report on our progress with regard to service delivery.,Newspaper
"Enqubeni yakamuva kaMasipala yokulawula izikweletu esanda kuchitshiyelwa, abaqoqi zimali kabathi nsi kulabo abangakukhokheli abakwenzelwayo.","In the Municipality's recent amended debt management system, fundraisers do not discriminate against those who do not pay their dues.",Newspaper
Ngeminye imininingwane ungaxhumana no Nksz.,For more information you can contact Ms.,Newspaper
Lokhu kosiza abagibeli bakwazi ukufonela amaphoyisa babike ukwephulwa komthetho.,This will enable passengers to call the police and report violations.,Newspaper
Isona sizathu lesi esidale ukuthi labo ababeboshiwe abahlala KwaMashu babize umhlangano ukuze bacele uxolo emiphakathini.,This is the reason why the detainees living in KwaMashu called a meeting to apologize to the community.,Newspaper
"Khona manje kukhona usomabhizinisi wesifazane osanda kuthola ithenda elikhulu ngenxa yokuthi lathuthuka ibhizinisi lakhe emuva kokuthola kwakhe uqeqesho,� kuchaza uSithole.","Right now there is a businesswoman who just won a big tender because she developed her business after receiving training, � explains Sithole.",Newspaper
"Kuzoba nomhlangano okuyimpoqo ukuwethamela ohlelelwe abafisa ukufaka amathenda alo msebenzi ozoba mhla ka 2012-04-13, ngo-09:00, e-The Avis Kiosk.","A compulsory site meeting will be held for those who wish to tender for the tender, which will be held on 2012-04-13, at 09:00, at The Avis Kiosk.",Newspaper
USithole unxuse osomabhizinisi ukuthi balusebenzise lolulwazi abalutholile bangajabuleli nje kuphela ukuthola izitifiketi ngoba izitifiketi iphepha nje elingasho lutho.,Sithole urged entrepreneurs to use the information they gained and not just enjoy getting certificates because certificates are just a piece of paper.,Newspaper
Izithombe: ZITHUNYELWE APHELELE NTUMBUJ UMNYANGO weZempilo usanda kubamba umhlangano wokulwisana nokufundisa ngezidakamizwa nokukhuthaza intsha ukuthi iphile impilo ephephile e-Mariannridge Clinic.,Images: ZITHUNYELWE APHELELE NTUMBU THE Department of Health recently held a meeting on anti-drug education and for the youth to live safe lifestyles at Mariannridge Clinic.,Newspaper
"Kufanele kufikwe 09:30, umhlangano ube uzoqala ngo-10:00.",Arrival time should be 09:30 and the meeting will start at 10:00.,Newspaper
Inqwaba yabantu isale dengwane ngesikhathi imijondolo icekeleka phansi kanti ngemuva kokubala kutholakale ukuthi ingu-176 imijondolo eshile.,Dozens of people were left homeless when the shacks were destroyed and after counting 176 shacks were burnt down.,Newspaper
Kube nezehlakalo ezincane ezibikiwe.,There have been a few reported incidents.,Newspaper
Kungumsebenzi wethu ukuqinisekisa ukuthi uMasipala uyabasiza futhi ubanakekele bonke abantu.,It is our job to make sure that the Municipality helps and cares for all people.,Newspaper
"Kanti lendawo yase SDB idlise kakhulu ngezindawo ezinhle nezihlabahlosile namabhishi afana no Anstey�s, the Whale beach, Cave Rock, Brighton and Treasure.","This SDB area is also home to beautiful landscapes and beaches such as Anstey�s, the Whale beach, Cave Rock, Brighton and Treasure Beach.",Newspaper
"Ngeke ngize ngiyeke ukuzethemba kuze kube ngifinyelea esicongweni,� kusho uThaver.","I will not give up until I reach the top, �said Thaver.",Newspaper
Lesikhangiso somzuzu owodwa siveza konke okuhle ngeTheku nendlela amasiko ahlonishwa ngayo.,This one-minute advertisement highlights all the good things about Durban and the way in which culture is respected.,Newspaper
Lo mhlangano ubuhanjelwe abasebenzi bakaMasipala neminyango eyahlukene.,The meeting was attended by employees of the Municipality and various departments.,Newspaper
Editor Sekuphele amasonto udoti ungaqoqwa eClairwood kanti lokhu kubeka engozini impilo yabantu abadala nabancane.,Editor For weeks garbage has not been collected in Clairwood and this endangers the lives of adults and children.,Newspaper
Kodwa atshele amagenge akhe ukuthi uzoyibuyise uma eseholile.,But he told his gang that he would return it once he was paid.,Short Story
U-NOLUTHANDO MKHIZE ubeka ukuthi yini eyenziwa yihhovisi i-High Voltage Planning Branch engaphansi komnyango kagesi waMasipala waseThekwini ukuqinisekisa ukuthi ugesi awushodi.,NOLUTHANDO MKHIZE outlines what the High Voltage Planning Branch under the eThekwini Municipality's electricity department does to ensure that electricity is not in short supply.,Newspaper
Qinisekisa ukuthi bonke ompopi namapayipi avuzayo kuyalungiswa ngokushesha (031 311 1111 noma 080 131 3013) � Sebenzisa ibhayisikili noma uhambe ngezinyawo ukuya noma ikuphi la uya khona.,Make sure all faucets and leaking pipes are repaired immediately (031 311 1111 or 080 131 3013) � Use a bicycle or walk to your destination.,Newspaper
Essential Requirements: �Matric/Grade 12 plus relevant certificate accredited by SAQA. �2 Years relevant experience.,Essential Requirements: �Matric/Grade 12 plus relevant certificate accredited by SAQA. �2 Years relevant experience.,Newspaper
Kube nenhlokomo ngesikhathi uMeya edlulisela lezi zihlalo ezingu-30 kulesi sikole sabakhubazekile.,There was an uproar when the mayor handed over the 30 wheelchairs to the school for the disabled.,Newspaper
"Kubalulekile kuwo wonke umuntu okhona lapha ukuthi azi, aphinde atshele nalaba abangaphumelelanga ukuthi ukuhlolelwa i-TB kanye nokuyelapha sikwenza mahhala,” kucacisa uNkk. Nkonyeni.","It is important for everyone here to know, and to tell those who could not attend that we are getting TB testing and treatment free of charge, ” explained Ms Nkonyeni.",Newspaper
Okwamanje lo mthetho usalinde ukugunyazwa wuMkhandlu.,This law is currently awaiting approval by Council.,Newspaper
"Zonke lezi zindlu ezizokwakhiwa zizohlinzekwa ngokuphelele ngezidingo ezifana namanzi, ugesi kanye nezindlu zangasese ezisebenzisa amanzi.","All the houses to be built will be fully provided with services such as water, electricity and flush toilets.",Newspaper
Isikhunga sikadoti KwaMashu UMasipala usuvule isikhungo sokudayiselana ngodoti KwaMashu senani eliliganiselwa kuR7.5million ngenhloso yokunciphisa udoti ezindaweni lapho kulahlwa khona udoti.,KwaMashu Waste Management Centre The Municipality has opened a R7.5million waste management centre in KwaMashu with the aim of reducing waste in landfills.,Newspaper
"Ukuthuthukiswa kwamakhono nentsha kwaqagulwa njengento ebekwe eqhulwini yiMeya yeTheku uJames Nxumalo ngenkathi ethula inkulumo yakhe yesabelomali eCity Hall, mhlaka 31 Meyi 2016.","Skills and youth development was prioritized by EThekwini Mayor, James Nxumalo, during his Budget Speech at the City Hall, 31 May 2016.",Newspaper
Lomkhankaso wokuklina lendawo uqhamuke emuva kokuvakashelwa kwezindawo ezithize zalendawo ezihlonzwe njengezidinga ukunakwa uma kuziwa ekulethweni kwezinsiza.,The local clean-up campaign came after visits to specific areas of the area identified as needing attention when it comes to service delivery.,Newspaper
"Ukwakhiwa kwalelikomkhulu lezinqolobane kuzodla uR497 million, izokwakhiwa eduze nenxanxathela yezitolo iWorkshop .","The construction of this warehouse will cost R497 million, and it is going to be built near the Workshop shopping mall.",Newspaper
"Ngalolu hlelo sikwazile ukonga u-1,063,716 kilowatts ngonyaka.","Through this program we have been able to save 1,063,716 kilowatts per year.",Newspaper
"Loluhlelo luka khisimusi wezaguga lwaqalwa nguNgqongqoshe uNomusa Dube, ngesikhathi esanguSomlomo kuMasipala weTheku, kanti loluhlelo selukhule kakhulu selokhu lwaqalwa .","The Christmas program for the elderly was started by MEC Nomusa Dube, when she was the Speaker of the EThekwini Municipality, and the program has grown significantly since its inception.",Newspaper
Isithombe: Howard Cleland I-Grand Prix of Aerobatics izobuya eThekwini ngoMeyi lapho ongoti abashayela izindiza bazobe beqhudelana khona.,Picture: Howard Cleland The Grand Prix of Aerobatics will return to Durban in May where pilots will be competing.,Newspaper
Isithombe: PRINCESS NKABANE Osomabhizinisi bekhangisa ngemikhiqizo yabo ngesikhathi se Regional Business Fair yango 2015.,Picture: PRINCESS NKABANE Entrepreneurs advertising their products during the 2015 Regional Business Fair.,Newspaper
"Umhlangano wabafaka amathenda, okuyimpoqo ukuwethamela uzoba ngomhla ka 2012-03-19, kusukela ngo-10:00 kuya ku-12:00, eShell House, 14th Floor Executive Boardroom.","A compulsory site meeting will be held on 2012-03-19, from 10:00 to 12:00, Shell House, 14th Floor Executive Boardroom.",Newspaper
Kodwa asijabule neze ngokungathuthukiswa kwendawo yaseNewlands.,But we are not at all happy about the underdevelopment of the Newlands area.,Newspaper
ITheku lizosingatha ingqungquthela ye-African Forum Urban Safety (AFUS) ngasekupheleni kukaJuni.,Durban will host the African Forum Urban Safety (AFUS) conference towards the end of June.,Newspaper
Labaholi bazoba yingxenye yeHuman Rights Day eMoses Mabhida Stadium ngoMsombuluko.,These leaders will be part of Human Rights Day celebrations at the Moses Mabhida Stadium on Monday.,Newspaper
UMasipala usukhiphe incwajana ezofundwa ngabafundi nabazali ukuze bazi kabanzi ngezindlela zokuphepha emgwaqweni.,The Municipality has released a booklet for students and parents to read to learn more about road safety.,Newspaper
Baphinde bakhala gokushoda kwezinhlelo zokuthuthukiswa kwentsha njengoba benxuse uMkhandlu ukuthi usungule ideski lapho intsha izokwazi khona ukusizakala ngalo lonke ulwazi.,They also lamented the lack of youth development programs as they called on the Council to establish a desk where the youth could benefit from all this information.,Newspaper
"Uthe njengamanje kunohlelo lokukhuculula abahweba ngokungemthetho emigwaqeni abasebenzisa izindawo ezingaklanyelwe ukuhweba, okukhubaza amabhizinisi azimele kube nzima nokuheha utshalomali edolobheni.","He said there was currently a plan to clean up illegal street traders using unplanned trading areas, which was hampering private businesses and making it difficult to attract investment to the city.",Newspaper
"Umculi weKwaito, uThokozani Zulu owaziwa ngelika Tzozo uthe yena wakhuliswa ngugogo wakhe ngakhoke kuyamthusa ukuthi kunentsha edlwengula abantu abadala lapho kufanele ngabe yibona ababavikelayo.","Kwaito singer Thokozani Zulu, better known as Tzozo, said he was raised by his grandmother and was shocked that young people were raping adults when they should have been protecting them.",Newspaper
Bekusele izinsuku ezingu-7 ngaphambi kokuba kuhlale ingqungquthela lapho kube nohambo lwasemgwaqweni lwango mhlaka 11 Julayi.,"7 days before the summit, there was a road trip on July 11.",Newspaper
Ekuqaleni kwakunzima kakhulu ngoba abaholi labo wayebahlonipha futhi ezimisele ukuba abavikele ngempilo yakhe.,At first it was very difficult because he respected their leaders and was willing to protect them with his life.,Novel
Sebenzisana nomphakathi.,Work with the community.,Newspaper
Le festival yeshisanyama ibibanjelwe eMoses Mabhida Stadium mhlaka 25 Septhemba.,The shisanyama festival was held at Moses Mabhida Stadium on September 25.,Newspaper
"Siyamukhumbula uMandela, siyazigqaja ngamagalelo akhe futhi siyazibophezela ekulandeleni ezinyathelweni zakhe.","We remember Mandela, we are proud of his contributions and we are committed to following in his footsteps.",Newspaper
Kulindeleke ukuthi isabelo zimali sokugcina siphasiswe ngoMeyi.,The final budget is expected to be approved in May.,Newspaper
UN gcobo uveze nezinselelo ezibhekene noMasipala. �Kumele sivume ukuthi iTheku alisafani nasekuqaleni manje.,Ngcobo also highlighted the challenges facing the Municipality. �We must admit that Durban is not the same as it is now.,Newspaper
"Le projekthi ingathatha izinyanga ezingu- 36,� kusho uMoodley.","This project could take 36 months,� said Moodley.",Newspaper
NginguMsizi kaMqondisi ngaphansi kwethimba labaQondisi boZalo okuyilona elihlanganisa Uzalo.,I am the Assistant Director under the Fertility Guides team which puts together the DNA.,Newspaper
Amalunga abevela ezindlini zeNxusa laseJalimane kuleli nawo abekhona kulomcimbi obuseSithumba Sportsgaten.,Members from the German Embassy in South Africa were also present at this event at the Sithumba Sportsgaten.,Newspaper
"Siphinde sabopha nomshayeli obengenazo kwanhlobo izincwadi zokushayela, omunye ubeshayela ekhuluma nomakhalekhukhwini futhi engalifasile ibhande,� kubeka uMaharaj.","We also arrested a driver who did not have a driver's license at all, another driver who was talking on his cellphone and not wearing a seat belt, � said Maharaj.",Newspaper
Lolu hlelo lwethulwa ngokusemthethweni mhlaka 22 Septhemba kanti lugxile kakhulu ezikoleni ezisempumalanga yeTheku.,The program was officially launched on 22 September and focuses on schools east of Durban.,Newspaper
Yonke imibuzo: Ucingo: 031-311 3150 (Puleng Monatisa) noma 031-311 3183 (Nontobeko Mdlalose).,All questions: Phone: 031-311 3150 (Puleng Monatisa) or 031-311 3183 (Nontobeko Mdlalose).,Newspaper
"Njengoba iNingizimu Afrika nomhlaba wonke ubhekene nesimo esibucayi ngakwezezimali, thina siyiDolobha siyingxenye yalokho futhi ngeke sakwazi ukuthatha izinqumo ngendlela ejwayelekile.","With South Africa and the world facing a financial crisis, we as a City are part of that and will not be able to make decisions in the normal way.",Newspaper
Lowo nalowo mqulu wamafomu aleli thenda olandwayo ukhokhelwa imali engeke ibuye engu-R100.,A non-refundable tender fee of R100 will be charged for each copy of tender document.,Newspaper
"UNgqongqoshe uGordhan uphinde wakuveza ukuthi amadolobha, okuyiwona azoba yizinjini zokukhula komnotho, aqale amaphrojekthi amaningi ahlose ukukhulisa utshalomali emabhizinisini azimele.","Minister Gordhan also pointed out that cities, which will be the engine of economic growth, have embarked on a number of projects aimed at increasing investment in the private sector.",Newspaper
Ukuthola ithuba lokwenza imidlalo yeshashalazi ekhuluma ngezigameko zika Juni 16 kumina kwaku iyonandlela engingahlonipha ngayo amaqhawe ami ango Juni 16.,Getting a chance to do a play about the events of June 16 for me was a way to honor my heroes on June 16.,Newspaper
"Ngenkathi ekulolu hambo, uRamaphosa uxoxisane nabantu abayingxenye yalolu hlelo, ehamba ebheka yonke ingqalasizinda yomphakathi eyenziwe nelungisiwe.","During the visit, Ramaphosa interviewed people who are part of the program, looking at all the public infrastructure that has been developed and repaired.",Newspaper
Waba wumshayisibhakela okhokhelwayo ngonyaka ka-1960 nalapho aba khona ngumpetha weNatal Provincial Lightweight.,He became a professional boxer in 1960 and became a Natal Provincial Lightweight champion.,Newspaper
"UNathi Mbele womNgango wezamaPaki, ukuNgcebeleka namaSiko uthe inhloso yabo ngale midlalo wukugqugquzela ukudlalwa kwebhola lombhoxo emalokishini.","Nathi Mbele of the Department of Parks, Recreation and Culture said their aim with the games was to promote rugby in townships.",Newspaper
USokhabase ukubalulile ukuthi kunendawo ebiphakela abantu eseMount Moriah ebiphakela abantu bakuWard 110 kodwa engasasebenzi.,Sokhabase mentioned that there was a catering service in Mount Moriah that catered for the people of Ward 110 but was no longer working.,Newspaper
Kodwa eNtuzuma isimo sasehlukile.,But in Ntuzuma the situation was different.,Newspaper
Ngesikhathi loluphahla lubhidlika bekunonogada oyedwa obesemsebenzini kodwa akulimalanga muntu.,When this roof collapsed there was one security guard on duty but no one was injured.,Newspaper
Yonke imibuzo: Ucingo: 031-322 5214 (Zukiswa Jojisa).,All questions: Phone: 031-322 5214 (Zukiswa Jojisa).,Newspaper
Eminye imininingwane iyatholakala kwa www.durban.gov.za/durban/ services/engineering/cscm/ policies.,More information is available at www.durban.gov.za/durban/ services /engineering/cscm/policies.,Newspaper
Indawo yokuqala lapho lafakwa khona kwaba yisekhoneni yemigwaqo uMahatma Ghandi (Point) no- Southampton maduze ne- Point Docks.,The first place where it was installed was on the corner of Mahatma Ghandi (Point) and Southampton roads near Point Docks.,Newspaper
Yonke imibuzo: Ucingo: 031- 311 8171 (Darryl Davids).,All questions: Phone: 031- 311 8171 (Darryl Davids).,Newspaper
Indawo ngayinye kufanele ithwetshulwe ngezikhathi ezahlukene zosuku futhi nangezindlela ezingafani.,Each scene should be shot at different times of the day and in different ways.,Newspaper
Mhlaka 30 Julayi inhlolokhono izobe isehholo lakwa AA eMlazi bese kuvalwa ngehholo lakwaV eMlazi mhlaka 31 Julayi.,On 30 July the interview will be at AA Hall in Umlazi and close with V Hall in Umlazi on 31 July.,Newspaper
"UMasipala uzama ukunakekela zonke izakhamizi zawo okubalwa abakhubazekile, kanye nabahola impesheni njengoba lamabhasi egibeleka kalula kubona,� kusho uShabalala.","The municipality is trying to take care of all its citizens including people living with disability, as well as pensioners as these buses are easily accessible to them,� said Shabalala.",Newspaper
Ekuphethweni kwesakhiwo kulindeleke kwehle ukugcwala esibhedlela i-Mahatma Gandhi.,At the completion of the building the Mahatma Gandhi Hospital is expected to reduce its congestion.,Newspaper
UTiger akazanga kahle ukuthi aqalephi.,Tiger did not know exactly where to start.,Novel
Kevin Dunkley Asisakwazi nokusebenza kahle kule ndawo ekuPrince Edward Street ngenxa yalaba bantu abasebenzisa lo mgwaqo ukumanzisa nokubeka amakhalibhothi abo.,Kevin Dunkley We can no longer function properly in this area on Prince Edward Street because of these people who use this road to water and store their cardboards.,Newspaper
"Bayasivumela ukuba nathi sithathe izinqumo okuyinto esisiza sikwazi ukuba nekhono lokuhola,� kusho uNomandla.","They allow us to make decisions that help us to be able to lead, � said Nomandla.",Newspaper
Abahlali ngeke baphoqwe ukuba badayise imihlaba yabo noma basuke uma bengafuni ukukwenza lokho.,Residents will not be forced to sell their land or leave if they do not want to do so.,Newspaper
"Bazi yonke into kusukela esikhathini sakudala kuze kube yimanye ngesikhathi sentando yabantu,� kusho yena.","They know everything from antiquity to one in a democracy,�  he or she said.",Newspaper
Lengqungquthela yentsha ibiyingxenye ye African Renaissance Festival.,This youth conference was part of the African Renaissance Festival.,Newspaper
Igama lephrojekthi: Ukuhlinzekwa kwamasevisi okulawula ukuhamba kwamabhanoti eVirginia Airport.,Project name: Provision of flight control services at Virginia Airport.,Newspaper
"Uma ungakabi nayo i-HIV, qhubeka kanjalo; � Sebenzisa indlela ye- ABC.","If you are not yet HIV positive, keep it that way; � Use the ABC method.",Newspaper
UNhleko wengeze ngokuthi ubudlelwano phakathi komphakathi namphoyisa buzoqinisekisa impumelelo ekulweni nobugebengu.,Nhleko added that the relationship between the community and the police would ensure success in the fight against crime.,Newspaper
"UGumede, ofi ke ezilungiselele ukuphendula imibuzo, uchaze kabanzi ngomsebenzi wakhe.","Gumede, who was prepared to answer questions, elaborated on his or her work.",Newspaper
"Ukhetho kwamanye amaWadi, ikakhulukazi eNyakatho lwahlehliswa ngezizathu ezahlukene, okubalwa kuzo nemigubho ka Eid.","Elections in some wards, especially in the North, were postponed for various reasons, including the Eid celebrations.",Newspaper
Sesingenelele ezikhathini eziningi ukulekelela imiphakathi ehlukumezekile ngohlelo lweMayoral Outreach nohlelo lukaSukuma Sakhe.,We have intervened on a number of occasions to assist affected communities through the Mayoral Outreach program and the Sukuma Sakhe program.,Newspaper
Kuyaziwa ukuthi eMaphephetheni indawo enabantu abahlupheka kakhulu futhi izidingo eziningi azikho kakhulu kuleyandawo nokuyingakho kukhona lesisikhungo.,It is well known that Maphephetheni is one of the areas with the poorest people and most of the services are not there in that area which is why there is this centre.,Newspaper
Ngiyaninxusa ukuba nihlanganyele kanye nami kulokhu ukuze sihlenge impilo.� I-SANBS idinga amaphayinti angu-3000 egazi nsuku zonke.,I urge you to join me in saving this thing so that we can save lives.� SANBS needs 3000 pints of blood every day.,Newspaper
Kuyangijabulisa ukufika ehlathini bese indawo uyishintsha ibe nesakhiwo esihle kanti lokhu kusho lukhulu kimina.� kusho uMasuku.,It makes me happy to come to the forest and change the landscape into a beautiful building and this means a lot to me. � said Masuku.,Newspaper
Zibhekelele izidingo zomphakathi njengoba kwenza i-Ratepayers Association.,They take into account the needs of the community as the Ratepayers Association does.,Newspaper
Lezi zindondo zikhuphule isibalo sakhe sezindondo zaya ku-4.,These medals have increased his or her number of medals to 4.,Newspaper
"Uma umnikazi webhilidi engaqinisekisi ukuthi isakhiwo sakhe siyilandela yonke imithetho, kungenzeka isakhiwo sivalwe.","If the owner of the building does not ensure that his property complies with all applicable laws, the property may be closed.",Newspaper
HAVE YOU EVER BEEN THERE?,HAVE YOU EVER BEEN THERE?,Newspaper
Ithimba laphinde laxhumana neHollywood Chamber of Commerce ukuzokwakha ubudlelwane nobungathuthukisa ezamafilimu eThekwini nezinye izinhlelo.,The team also liaised with the Hollywood Chamber of Commerce to build partnerships that could develop Durban's film industry and other programs.,Newspaper
"Uma kwenzeka ukuthi izinsolo zibandakanya umuntu wangaphandle, uzonikezwa ithuba lokuba aphendule ezinsukwini eziyisikhombisa. 4.","In the event that the allegations involve an outsider, he or she will be given an opportunity to respond within seven days. 4.",Newspaper
"Kuzokwengezwa amaphoyisa kaMasipala, abahlengimpilo basolwandle, abezokuphepha abazoqapha ubusuku nemini ukuze umphakathi uhlale uphephile.","Metro police, life guards, security guards will be on duty day and night to keep the community safe.",Newspaper
